top,title,year,area,language,runtime,score,comment,summary
No.216,初恋这件小事,2010,泰国,泰语 / 印度尼西亚语 / 英语,118分钟(泰国),8.5,1017142人,初中生小水相貌平平，家境一般，所以在学校里并不受重视。但是她心地善良，又有一群死党，日子过得倒也开心。某天，她遇见了帅气的学长阿亮（马里奥·毛瑞尔MarioMaurer饰），春心萌动，无法遏制。她喜欢看他踢足球，看他拍照，如痴如狂。上英语课时，她不停地给死党传纸条表达对阿亮的爱慕。然而，英语老师则指出她除了英语一无是处。回到家，叔叔从美国捎来了父亲的消息，说如果她能考全校第一，就可以去美国。于是，她按下决心要努力加油。某天，小水等人在买饮料时，碰到篮球队员蛮横插队。阿亮挺身而出，为她们教训了对方，并挨了校长的责骂。小水也第一次听说，阿亮的父亲因为射失点球而退役的事情，理解了他心中的隐痛。由于舞蹈队是给美女准备的，所以小水等一干姐妹准备在话剧社大展身手，没想到学长也来到这个社团。两人还扮演王子公主，他们的恋情会由此展开么？……
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
No.218,花束般的恋爱,2021,日本,日语,124分钟,8.6,726806人,深夜的地铁站，因错过末班车让山音麦（菅田将晖饰）和八谷绢（有村架纯饰）两个年轻人不期而遇。他们相约前往附近的咖啡店，并且畅聊文学、电影和各自的爱好。令他们感到惊喜的是，两个人无论是习惯、爱好还是理念居然极其相似，仿佛就是另一个自己，因此他们对对方渐渐产生好感。在此之后，他们相约再次见面，顺理成章成为了情侣。大学毕业，步入社会，小麦和小绢痴心相守。只不过现实生活磨砺着年轻人的意志和爱情。小麦被迫暂时放弃自己绘画的梦想，成为一名上班族，日渐拮据的生活也让他们减弱了对理想生活的要求。不知不觉，曾经如此合拍的两个人渐行渐远，变成了最熟悉的陌生人……
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
No.220,虎口脱险,1966,法国 / 英国,法语 / 英语 / 德语,132分钟,8.9,276996人,二战期间，英国一架飞机在执行轰炸任务中，被德军击中，几名英国士兵被迫跳伞逃生。他们约好在土耳其浴室见面，并用这次行动的代号“鸳鸯茶”作为接头暗号。他们分别降落在法国巴黎德军占领区的不同地点。大胡子中队长雷金纳德被动物园管理员所救。而另外两名士兵，也分别在油漆匠奥古斯德（布尔维尔饰）和乐队指挥斯塔尼斯拉斯（路易·德·费内斯饰）的帮助下掩藏好了。即便德军展开了全城的搜索，油漆匠、指挥和中队长还是在浴室顺利地会面，几经辗转，英国士兵终于接上了头。几个原本并不认识的人，就这样结成了生死同盟，与敌人展开了斗智斗勇的生死游戏。同时，也闹出了不少温情的笑话。他们用微薄的力量对抗严酷德军，险相迭生，滑稽搞笑，为了逃出虎口，共同战斗。
No.221,无耻混蛋,2009,德国 / 美国,英语 / 德语 / 法语 / 意大利语,153分钟,8.7,517003人,故事分五章进行。二战中德占法国，德军上校汉斯（克里斯托弗·瓦尔兹ChristophWaltz饰）号称“犹太猎人”，在一次屠犹行动中，少女苏珊娜（梅勒尼·劳伦特MélanieLaurent饰）侥幸逃脱。与此同时，八名美国犹太士兵在中尉奥尔多（布拉德·皮特饰）的带领下潜入德占法国刺杀德国军人，其行动神出鬼没，手法残忍，对德军造成相当威胁，被称为“杂种”。三年后苏珊娜来到巴黎继承了姑母的电影院，结识了德国战斗英雄，电影《国家荣耀》的主演弗里德里克（丹尼尔·布鲁赫DanielBrühl饰）。对苏珊娜一见钟情的弗里德里克说服德国宣传部长约瑟夫·戈培尔（西尔维斯特·格洛斯SylvesterGroth饰）在苏珊娜的影院首映《国家荣耀》，希特勒（马丁·乌特克MartinWuttke饰）本人也将出席。苏珊娜决定借放映之机烧毁影院；而在德国间谍女演员布里奇特（戴安娜·克鲁格DianeKruger饰）的安排下，英美联合的刺杀行动“奇诺”也将在首映当晚行动……本片被提名2009年戛纳电影节金棕榈奖，获第82届奥斯卡最佳导演、最佳影片等七项提名，并荣获奥斯卡最佳男配角奖（ChristophWaltz）及戛纳电影节最佳男演员奖。
No.222,恋恋笔记本,2004,美国,英语,123分钟,8.5,713943人,一个浸润着鲜红与纯白的爱情故事，写在一本洒满昏黄的笔记本上，被一位老先生(詹姆斯·加纳饰)，一遍一遍的讲述。老太太(吉娜·罗兰兹饰)总是静静的听着，好奇的追问结果。在一家疗养院，这样不变的场景每天都会上演。笔记本上，秀美的字迹，记载着发生在那个夏天的爱情。艾莉(瑞秋·麦克亚当斯饰)是富有人家的千金，她随家人来到小镇避暑。在一个充满梦幻的游乐场，邂逅了诺亚(瑞恩·高斯林饰)。诺亚没有钱，却活的很快乐。艾莉在他那学会了自由，得到了欢笑，两人很快热恋起来。然而在艾莉父母的阻挠下，相爱的两个人，就被分开在夏天结束的那一刻。随着诺亚的365封信被偷偷藏起，艾莉在7年后终于放弃了等待。就在她要步入教堂的前一天，突然在报纸上看到了诺亚曾许诺给自己建造的白色房子。一切记忆，全部苏醒……也许，应该苏醒的，不是故事中的，而是听故事的人。
No.223,新龙门客栈,1992,中国香港 / 中国大陆,汉语普通话 / 粤语,88分钟,8.7,475287人,宦官专权的明朝中叶，东厂曹少钦（甄子丹）假造圣旨杀害了忠良杨宇轩，并想斩草除根杀死其后代。侠女邱莫言（林青霞）、江湖义士贺虎等人冒死救出忠良后代后，逃至边关沙漠里的龙门客栈，与杨宇轩部下周淮安（梁家辉）会合。龙门客栈实则黑店，老板娘金镶玉（张曼玉）利用乱世，以美貌和风骚作诱饵杀人越货聚敛钱财，但她却为英俊潇洒的周淮安动了真心。为了摸清潜藏于龙门客栈中的出关暗道，周淮安将计就计，答应与金镶玉成亲。洞房花烛夜，楼上的周淮安与金镶玉各怀心事暗中较劲，楼下的邱莫言、贺虎等人也与东厂一众“走狗”展开了明争暗斗，战事一触即发。
No.224,罗生门,1950,日本,日语,88分钟,8.8,337235人,罗生门，日本京都的正南门。云游和尚、砍柴人和乞丐在城门底下避雨，三人闲聊，话题开始，故事的序幕拉开：一个武士和他妻子路过荒山，遭遇了不测。妻子被侮辱，而武士惨遭杀害。惨案如何酿成？凶手、妻子、借武士亡魂来做证的女巫，都各有说法。真相只得一个，但是各人提供证词的目的却各有不同。为了美化自己的道德，减轻自己的罪恶，掩饰自己的过失，人人都开始叙述一个美化自己的故事版本。荒山上的惨案，成了一团拨不开看不清的迷雾。谈论完毕，雨过天晴。砍柴人在罗生门旁发现一个哭泣的弃婴。他决定收养下来，抱着婴孩往夕阳深处走去。
No.225,崖上的波妞,2008,日本,日语,101分钟,8.6,538136人,5岁的宗介生长在海边小城，他的家就在临海的悬崖上。一天，宗介捡到了一个被海浪冲上岸的废玻璃瓶，里面有条受困的小金鱼。小金鱼名叫波尼，她是人鱼女王的女儿，偷偷驾着水母溜出来玩的时候撞进了瓶子里。宗介把波尼带回了自己家，养在塑料盆里。波尼在宗介家过得很愉快，她很喜欢宗介，宗介也喜欢她。然而，快乐的日子很快就过去了，波尼的爸爸藤本把女儿带回了海底。藤本原是一个魔法师，后来和人鱼女王相爱成了海底的住人。波尼回家后，十分思念宗介，她做出了一个大胆的决定——她要变成人，和宗介在一起。在妹妹们的帮助下，波尼偷出了父亲的法宝，向人类世界游去。不料，蕴含着危险魔力的生命之水失控了。于是，海水暴涨，暴风狂作，妹妹们变成了可怕的巨型鱼，海浪向宗介一家所在的悬崖扑去……海边小城被淹没了，波尼没想到自己的美好愿望竟然招来了这样的大祸。她能挽救宗介么？
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
No.227,哈利·波特与死亡圣器(上),2010,英国 / 美国,英语,146分钟,8.6,631822人,《哈利·波特与死亡圣器》小站http://site.douban.com/108361/邓不利多死后，伏地魔（RalphFiennes饰）与食死徒入侵魔法学校，魔法部也被伏地魔的爪牙操控，邪恶的阴云笼罩魔法世界上空。在哈利·波特（丹尼尔·雷德克里夫DanielRadcliffe饰）17岁生日之际，凤凰社成员及一众好友护送他回到了凤凰社的据点陋居，然而这立即遭到食死徒毁灭性地打击。哈利和罗恩（鲁伯特·格林特RupertGrint饰）、赫敏（爱玛·沃特森EmmaWatson饰）侥幸逃亡，并且按照邓不利多的嘱托继续寻找伏地魔的魂器。死亡的威胁时刻逡巡左右，他们还要面对友情的考验。在寻找摧毁魂器方法的过程中，死亡圣器的面纱也渐渐揭开。与此同时，为了置哈利于死地，伏地魔也在寻找最后一件死亡圣器。最后的决战即将到来……
No.228,千钧一发,1997,美国,英语 / 世界语,106分钟,8.8,325119人,未来的世界，科技的力量胜过一切，基因决定命运，几乎成为金科玉律。不幸文森特（伊桑•霍克EthanHawke饰）是一个基因不良的人，出生以来就决定了他近视和心脏病的缺陷，他只能活到30岁。于是父母为文森特增添了一个有着优良基因的弟弟。文森特的梦想是漫游太空，然而恶劣的基因令他无法圆梦，直到他遇到了太空中心的杰罗姆（裘德•洛JudeLaw饰）。杰罗姆有优秀的基因，却在一次意外中半身瘫痪。二人决定调换身份，文森特千方百计隐藏自己的基因信息，每天都认真清洗掉自己的皮屑毛发，不暴露任何蛛丝马迹。另一方面，杰罗姆帮他筹备进入太空前需要检查的基因物品。事情进展得非常顺利，然而一桩谋杀案和一根睫毛，让事情节外生枝。
No.229,彗星来的那一夜,2013,美国 / 英国,英语,89分钟,8.6,635767人,在一个静得有些诡异阴森的夜晚，年轻女子艾米丽（艾米丽·芭尔多尼EmilyBaldoni饰）驱车来到朋友家参加聚会。此前她一边开车一边和男友打电话，然而通话突然中断，她的手机屏也莫名其妙出现裂痕。这一事件让艾米丽的心中升起隐隐不安，因为当晚一颗彗星刚好接近地球，一个很久之前听过的传说使她对彗星的到来有着不祥的预感。稍后，朋友们落座，大家彼此交谈，叙说近况，虽然言语中有着许多莫名其妙、蹊跷反常的线索，然而均被一带而过。突然间，灯光尽灭。当光明重新来临时，众人发现附近只有一户人家还在亮灯，而亮灯人家里坐着的竟是……本片荣获2014年阿姆斯特丹奇幻电影节黑郁金香奖。
No.230,黑客帝国2：重装上阵,2003,美国,英语 / 法语,138分钟,8.7,431105人,上一部结尾，尼奥（基奴李维斯饰）终于意识到自己的能力和使命，中弹复活后，变成了无所不能的“救世主”，他和女友崔妮蒂（凯莉·安·摩丝饰），舰长墨菲斯（劳伦斯·菲什伯恩饰）回到了人类的基地锡安，受到人们的热烈欢迎。此时，“母体”决定先下手为强，派出了两万五千只电子乌贼攻击锡安基地；墨菲斯、尼奥和崔妮蒂则再次进入“母体”，寻找“制钥者”，准备从内部破坏；而本该被尼奥消灭的特勤史密斯似乎出了点问题，脱离了“母体”的控制，拥有可怕的复制能力，阻碍尼奥他们的行动。
No.231,萤火虫之墓,1988,日本,日语,89分钟,8.7,422951人,美日战争爆发，14岁的清太带着年幼的妹妹到处逃命，当他们到达防空洞的时候，母亲已身受重伤，没过多久便不久人世。两兄妹自此过着相依为命的日子。他们只好投靠了母亲的姐妹，纵使他们把家里所有的家当都送给了阿姨，但当食物吃完，他们就越感到了寄人篱下的感觉，清太决定带着妹妹离开独自生活。火灾硝烟中的生活并不好过，清太为了妹妹四处偷取食物，但妹妹还是严重营养不良……
No.232,大红灯笼高高挂,1991,中国大陆 / 中国香港 / 中国台湾,汉语普通话,125 分钟,8.8,325720人,大学刚读半年的颂莲（巩俐）被贪钱的母亲逼迫着嫁进陈家大院，成了老爷的第四房姨太。陈府有老规矩，姨太太们傍晚时分要站在自已的屋子前，等待下人送来的意味被老爷“临幸”的大红灯笼。起初因为“新人”身份，颂莲得到老爷最多宠幸，但也因此被其它三位姨太太尤其笑里藏刀的二姨太（曹翠芬）挤兑得叫苦不迭。因为涉世不深，生性反叛好强的颂莲急欲争一口气，使计又成老爷身边红人，不想计被看穿，终败于二姨太手下酿成悲剧。而三姨太（何赛飞）的经历虽与颂莲迥异，却也殊途同归逃不出宿命。
No.233,火星救援,2015,英国 / 美国 / 匈牙利 / 约旦,英语 / 汉语普通话,142分钟,8.5,784411人,载人航天宇宙飞船阿瑞斯3号成功抵达火星，谁知一场破坏力极其巨大的风暴向宇航员们袭来，阿瑞斯3号被迫中断任务，紧急返航。撤离途中，宇航员马克·沃特尼（马特·达蒙MattDamon饰）被飞船上吹落的零件击中，由于生还希望渺茫，队友们只得匆匆返航，并向世人宣告他已牺牲的事实。出乎意料的是，马克以极低的概率活了下来。他躲进驻火星的航天基地疗伤。下一次火星任务要等到四年后，而基地内的补给仅够他维持31天。短暂的绝望后，马克决定利用有限的食物，在这颗空无一人的星球上种植作物，寻找一线生机。与此同时，地球方面也很快发现马克生还的事实，他们想尽办法部署营救计划。孤军奋战的马克，能否等到救援队伍的到来？影片改编自安迪·威尔的同名科幻小说。
No.234,奇迹男孩,2017,美国 / 中国香港,英语,113分钟,8.6,577219人,奥吉（雅各布·特瑞布雷JacobTremblay饰）是一个10岁的男孩，除了头戴一个巨大的太空头盔外，他和其他的同年龄孩子别无二致。头盔下隐藏了奥吉因为各种手术而伤痕累累的脸庞，它不仅完美的隐藏起了奥吉脆弱自卑的内心，也成功的防止了奥吉的模样吓到别的孩子。奥吉没有上过学，他的所有文化知识都是母亲伊莎贝尔（朱莉娅·罗伯茨JuliaRoberts饰）在家教授给他的。然而，伊莎贝尔渐渐感觉到，家庭课堂无法满足奥吉的成长需要，除了学习知识，奥吉还必须学会的，是如何同除了家人以外的人交流。在忧虑重重之中，伊莎贝尔将奥吉送入了一间公立学校里，在那里，奥吉面临的是他人生中必须要战胜的挑战。
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
No.236,哈利·波特与凤凰社,2007,英国 / 美国,英语,138分钟,8.5,628472人,逃过摄魂怪的追杀，通过魔法部的审查，哈利（丹尼尔·雷德克里夫）终于回到美丽的霍格沃兹。然而这个学期并不轻松，他不仅要完成魔法等级考试，还要应对夜晚的噩梦和黑魔法防御课老师乌姆里奇的打压。在好友的支持下，哈利秘密组建了邓不利多军团，与大家一起练习黑魔法防御术。噩梦中，哈利总是以伏地魔的视角出现，似乎他们之间有着某种神秘的联系。在邓不利多（迈克尔·刚本）的指示下，哈利向斯内普教授（阿伦·瑞克曼）学习封闭术，却鲜有成效。终于在一次噩梦的诱使下，哈利偏执的赶往魔法部营救小天狼星，却不想陷入伏地魔的圈套，引发凤凰社与食死徒之间的正面冲突。在混战中，小天狼星（加里·奥德曼）不幸遇难。究竟哈利与伏地魔（拉尔夫·费因斯）之间有着怎样的联系？在悲恸中，邓不利多为哈利揭开谜底，哈利还有更长、更艰难的路要走……
No.237,战争之王,2005,美国 / 德国,英语 / 乌克兰语 / 德语 / 西班牙语 / 俄语 / 法语 / 阿拉伯语 / 土耳其语,122 分钟,8.7,393405人,本来美国移民尤瑞（尼古拉斯•凯奇NicolasCage饰）的家族生意是开饭馆。但是一个偶然的机会令他踏入了军火生意的大门，从此开始了贩卖武器的“职业生涯”。尤瑞遇事机智，胆大心细，这不仅让他成功俘获了美女埃娃的心，还使得他在地下军火生意中愈战愈勇。但是，不顺心的事情也随之而来：出现了生意上的死对头和一名老是盯着他的国际警察；弟弟染上毒瘾，并在一单生意交易中丧了命，而且，尽管他在竭力维护自己在家庭里的正义形象，但却掩盖不了真相。尤瑞开始反省自己生意的正义性，拷问自己的良心，但一切太迟，他已经众叛亲离……
No.238,血钻,2006,美国 / 德国 / 英国,英语 / 门德语 / 南非语,143 分钟,8.7,402888人,九十年代非洲塞拉利昂，连连战火使这片土地饱受摧残，非法钻石贸易日益猖獗。阿彻（莱昂纳多•迪卡普里奥饰）是一个地道的战争贩子，靠倒卖战区钻石为生，他在监狱中无意得知渔夫所罗门手里有极品粉钻。意识到这是自己离开非洲的机会，出狱后，他找到所罗门，准备和他一起找出钻石，离开非洲。所罗门是普通的渔民，因为内战和家人分离，被叛军强制开采钻石，他发现一颗极品粉钻，藏了起来；战乱来临，所罗门进了监狱，后被阿彻救出，并在战地记者麦迪•鲍文(珍妮弗•康纳利饰)的帮助下，找到了失散的家人，此时，他的儿子迪亚却被叛军带走，生死未卜。悲愤的所罗门答应和阿彻合作，在叛军的控制范围内寻找钻石，并寻找儿子。两个截然不同的人，因为一颗血钻将命运联系在了一起。
No.239,步履不停,2008,日本,日语,115分钟,8.8,302140人,“人生路上步履不停，为何总是慢一拍”。位于偏远小镇的横山一家，生活平静祥和。父亲恭平（原田芳雄饰）是业已退休的医生，却时时牵挂小镇诊所内的事务。长子纯平继承了父亲的事业，却在15年前为救落水儿童而溺水身亡。次子良多（阿部宽饰）与父亲意见相左，执意前往异地当起了绘画修复师。多年的打拼换来的却是失业，困顿的良多与带着孩子的由香里（夏川结衣饰）结婚，相互扶持，继续生活。又逢纯平的忌日，良多和姐姐千奈美（YOU饰）带着家人分别赶回家中。平静的横山家再次热闹起来……本片荣获2009年蓝丝带最佳导演奖和最佳女配角奖（树木希林）、2008年报知电影和2009年电影旬报最佳女配角（树木希林）、2009年每日电影奖最佳男主角（阿部宽）、2008年马塔布拉塔国际电影节评审团大奖和最佳影片。
No.240,千年女优,2001,日本,日语,87 分钟,8.8,295510人,60岁的立花源也和28岁的摄影师井田恭二不远千里跋山涉水上门去拜访隐居了三十年的一代影星藤原千代子，为了给她拍摄一生自传的纪录片。款款前来的千代子虽然已界75岁高龄，但仍然优雅美丽，左眼下标志性的小痣也仍然俏皮。立花双手递上一把钥匙，千代子深受震动，称这把钥匙是开启一个秘密的关键，当年她不慎丢失，今日竟还能再回手中。千代子的思绪飞到老远。1926年9月1日，藤原千代子呱呱坠地，水灵清秀的她16岁就被星探发掘，然而直到遇上一个画家，她救他于乱世中，藏于自家仓库内，他赠她一把钥匙，说这是开启秘密的关键，并承诺再与她重逢时带她去看北海道的雪。然而次日千代子放学归家时画家已经因为逃开追捕逃离远去。千代子自此进入电影圈，只因为画家最后说他会去满洲作战，而第一部电影承诺会去满洲取景。从此千代子的银幕生涯拉开，拍摄了代表日本战国、幕府、大正及昭和等四个不同时期的大时代爱情故事。在每一个故事里，千代子都在奔跑，追寻着自己的真爱。场景与她本身的故事糅合在一起，虚实难分。立花和井田紧随其后身临其境，时而变成故事中人物。然而千代子丢失了钥匙，心灰意冷的她嫁给了一直追求她的导演大泷。到后来她发现一切是一个精心布下的骗局，千代子认清事实后决意继续找寻自己少女时代的所爱。
No.241,谍影重重2,2004,美国 / 德国,英语 / 俄语 / 德语 / 意大利语,108分钟,8.7,375949人,经过上一集的腥风血雨之后，伯恩（马特·达蒙饰）和女朋友玛丽（弗兰卡·泼坦特饰）隐居在印度偏僻的海边小镇，想忘记以前的生活。一天，神秘组织的杀手来到小镇，打破了伯恩二人世界的宁静，女友玛丽在逃亡途中被枪杀。为了查出真相，伯恩重新开始战斗，他发现以前工作的中情局开始重新寻找他，自己被卷入了一场刺杀活动中，被人诬陷破坏了中情局的一次情报交易，杀害特工。伯恩别无选择，他只能找到冒充自己的人，才能洗刷清白，为女友报仇。
No.242,房间,2015,爱尔兰 / 加拿大 / 英国 / 美国,英语,118分钟,8.8,385825人,女孩乔伊（布丽·拉尔森BrieLarson饰）被一个叫“老尼克”的男人拐骗，之后被他囚禁在其房子后院的棚屋里长达七年之久。在此期间她遭到强奸，并生下儿子杰克（雅各布·特伦布莱JacobTremblay饰）。靠着老尼克时不时的物资补给，母子二人艰难度日。尽管如此，母亲还是竭尽所能，为儿子杰克创造了一个安全而开心的成长空间。这个狭小逼仄的房间，成了杰克生活成长的神奇小天地。在杰克度过了他的五岁生日后，母亲决定告诉他真相，在这个小小的房间外面，有着更广阔的世界。他们开始策划逃跑计划，决心要逃出这个囚禁他们的房间……本片根据艾玛·唐纳修的同名小说改编。
No.243,魂断蓝桥,1940,美国,英语 / 法语,108分钟,8.8,295534人,第一次世界大战期间，回国度假的陆军中尉罗伊（罗伯特·泰勒）在滑铁卢桥上邂逅了舞蹈演员玛拉（费雯·丽），两人彼此倾心，爱情迅速升温。就在两人决定结婚之时，罗伊应招回营地，两人被迫分离。由于错过剧团演出，玛拉被开除，只能和好友相依为命。不久玛拉得知罗伊阵亡的消息，几欲崩溃，备受打击。失去爱情的玛拉感到一切都失去了意义，为了生存，她和好友不得不沦为妓女。然而命运弄人，就在此时玛拉竟然再次遇到了罗伊。虽然为罗伊的生还兴奋不已，玛拉却因自己的失身陷入痛苦之中。感到一切难以挽回的玛拉潸然离开，独自来到两人最初相遇的地点——滑铁卢桥上…
No.244,蜘蛛侠：平行宇宙,2018,美国,英语 / 西班牙语,116分钟(中国大陆),8.6,715107人,正就读中学的少年迈尔斯（沙梅克·摩尔ShameikMoore配音）意外被一只遭受放射性污染的蜘蛛咬伤，随后身体发生奇特的变化。偶然机缘，他目睹了蜘蛛侠（克里斯·派恩ChrisPine配音）和犯罪头目金并（列维·施瑞博尔LievSchreiber配音）的战斗。为了阻止金并利用时空对撞机扰乱宇宙，蜘蛛侠最终壮烈牺牲。可未过多久，来自平行宇宙的颓废的彼德·帕克（杰克·约翰逊JakeM.Johnson配音）出现在迈尔斯面前。为了阻止金并的阴谋，并帮助这个帕克返回自己的宇宙，他们闯入金并的老巢。在这一过程中，二人遭到章鱼博士和徘徊者的狙击。与此同时，来自其他宇宙的女蜘蛛侠、暗影蜘蛛侠、蜘猪侠、二次元蜘蛛妹相继出现。他们合力与恶势力展开斗争……
No.245,弱点,2009,美国,英语,129分钟,8.7,335651人,黑人男孩奥赫（昆东•亚伦QuintonAaron饰）自幼父母离异，无家可归。不过，木讷的他却因为极强的身体条件和运动天赋，幸运地进入了一家私立基督教高中。虽然，他科科零分，但是一些细节却让他显得与众不同。一次排球比赛后，他主动收拾垃圾的行为，引起了陶西一家的注意。于是，陶西太太（桑德拉•布洛克SandraBullock饰）决定收养奥赫，并把他培养成橄榄球选手。陶西太太让他感受到了家庭的温暖。同时，陶西的儿子还帮助奥赫训练，使他很快地融入了橄榄球队的生活，不断激发运动的潜能。终于，在一次比赛中，他因出色的表现崭露头角，开始获得了球探的关注，随之带来了一系列的甜蜜和麻烦……本片根据迈克尔•刘易斯（MichaelLewis）的原著《弱点：比赛进程》（TheBlindSide:EvolutionoftheGame）改编，取材自2009年美国国家橄榄球联盟（NationalFootballLeague）选秀状元迈克尔•奥赫的非凡经历。荣获第82届奥斯卡最佳女主角奖（SandraBullock）。
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
No.247,机器人之梦,2023,西班牙 / 法国,无对白,102分钟,9.0,219423人,一只孤独的小狗遇到了一个机器人，偌大的城市中，他们互相依靠，温暖彼此。然而一次意外让小狗和机器人遗憾错过，从此他们只能把对彼此的想念藏进梦中。只是，反复梦见的人，还会重逢吗？影片改编自SaraVaron的漫画。
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
No.249,朗读者,2008,美国 / 德国,英语 / 德语 / 希腊语 / 拉丁语,124 分钟,8.6,472514人,15岁的少年米夏·伯格（大卫·克劳斯DavidKross饰）偶遇36岁的中年神秘女列车售票员汉娜（凯特·温丝莱特KateWinslet饰），后来两个发展出一段秘密的情人关系。汉娜最喜欢躺在米夏怀里听米夏为他读书，她总是沉浸在那朗朗的读书声中。年轻的米夏沉溺于这种关系不能自拔的同时，却发现他自己根本不了解汉娜。忽然有一天，这个神秘女人不告而别，米夏在短暂的迷惑和悲伤之后，开始了新的生活。二战虽然结束了，但德国对于纳粹战犯的审判还在继续。成为法律学校的实习生的米夏，在一次旁听对纳粹战犯的审判过程中，竟然发现一个熟悉的身影。虽然已经事隔8年，但米夏还是一眼便认出那就是消失8年的汉娜。而这一次，她坐上了纳粹战犯审判法庭的被告席，这个神秘女人的往事在案件的审理过程中逐渐清晰。然而，米夏却发现了一个汉娜宁愿搭上性命也要隐藏秘密。汉娜最终被判终身监禁，而此时米夏（拉尔夫·费因斯RalphFiennes饰）与汉娜的故事还在继续……在2009年初的第81届奥斯卡上，该片共获包括最佳女主角在内的5项提名，最终温丝莱特凭借该片折冠当年奥斯卡影后。
No.250,阿飞正传,1990,中国香港,粤语 / 汉语普通话 / 英语 / 菲律宾语 / 上海话,94分钟,8.5,542732人,1960年代的香港，因生母在阿飞旭仔（张国荣）长大成人过程中的缺失，他把自己优雅地比喻为“无根鸟”，对生命中遇到的每一个女人都表现得放荡不羁，售票员苏丽珍（张曼玉）和舞女咪咪（刘嘉玲）先后令他感受过温暖，可是她们也只能当当小情人。为摆脱沉重和无力感，旭仔抛下一切去南洋找寻生母。暗恋过苏丽珍且目睹过她与旭仔情感一路变化的，曾是小巡警今在跑船的超仔（刘德华）在菲律宾又遇到旭仔，是缘分也是宿命，他参与、见证了阿飞命运被改写的过程。
